pin,slack
reg_apb_wrp_0/reg16x8_0/mem_14_[3]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_225_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_225_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_225_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_225_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_225_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_225_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_225_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_225_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_225_rs:SLn,
LCD_RGB_0/color_word_lsb_color_word_lsb_0_1/FF_11:EN,
LCD_RGB_0/color_word_lsb_color_word_lsb_0_1/FF_11:IPENn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_128_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_128_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_128_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_128_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_128_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_128_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_128_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_128_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_128_rs:SLn,
LCD_RGB_0/color_word_msb_color_word_msb_0_1/FF_9:EN,
LCD_RGB_0/color_word_msb_color_word_msb_0_1/FF_9:IPENn,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_223:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_223:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_223:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_223:IPA,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_223:IPB,
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CC[0],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CC[10],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CC[11],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CC[1],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CC[2],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CC[3],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CC[4],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CC[5],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CC[6],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CC[7],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CC[8],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CC[9],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CI,
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:CO,34681
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:P[0],34790
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:P[10],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:P[11],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:P[1],34784
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:P[2],34914
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:P[3],34899
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:P[4],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:P[5],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:P[6],34911
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:P[7],34951
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:P[8],35021
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:P[9],35061
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:UB[0],34681
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:UB[10],34981
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:UB[11],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:UB[1],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:UB[2],34921
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:UB[3],
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:UB[4],34846
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:UB[5],34953
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:UB[6],34852
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:UB[7],34906
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:UB[8],34996
LCD_RGB_0/un1_cnt_delay_cry_1_CC_0:UB[9],
reg_apb_wrp_0/reg16x8_0/un1_data_out8_254:A,6927
reg_apb_wrp_0/reg16x8_0/un1_data_out8_254:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_254:C,4649
reg_apb_wrp_0/reg16x8_0/un1_data_out8_254:Y,4649
LCD_RGB_0/lcd_dc_out:ADn,
LCD_RGB_0/lcd_dc_out:ALn,
LCD_RGB_0/lcd_dc_out:CLK,
LCD_RGB_0/lcd_dc_out:D,40535
LCD_RGB_0/lcd_dc_out:EN,37660
LCD_RGB_0/lcd_dc_out:LAT,
LCD_RGB_0/lcd_dc_out:Q,
LCD_RGB_0/lcd_dc_out:SD,
LCD_RGB_0/lcd_dc_out:SLn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_19:A,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_19:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_19:C,4610
reg_apb_wrp_0/reg16x8_0/un1_data_out8_19:Y,4610
reg_apb_wrp_0/reg16x8_0/un1_data_out8_8_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_8_set:ALn,4610
reg_apb_wrp_0/reg16x8_0/un1_data_out8_8_set:CLK,6253
reg_apb_wrp_0/reg16x8_0/un1_data_out8_8_set:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_8_set:EN,3546
reg_apb_wrp_0/reg16x8_0/un1_data_out8_8_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_8_set:Q,6253
reg_apb_wrp_0/reg16x8_0/un1_data_out8_8_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_8_set:SLn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_156_rs_RNI41241:A,5146
reg_apb_wrp_0/reg16x8_0/un1_data_out8_156_rs_RNI41241:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_156_rs_RNI41241:C,5018
reg_apb_wrp_0/reg16x8_0/un1_data_out8_156_rs_RNI41241:Y,5018
corepwm_0/genblk6_corepwm_pwm_gen/PWM_output_generation[4]_genblk1_PWM_int97:A,5029
corepwm_0/genblk6_corepwm_pwm_gen/PWM_output_generation[4]_genblk1_PWM_int97:B,4793
corepwm_0/genblk6_corepwm_pwm_gen/PWM_output_generation[4]_genblk1_PWM_int97:C,5892
corepwm_0/genblk6_corepwm_pwm_gen/PWM_output_generation[4]_genblk1_PWM_int97:D,5807
corepwm_0/genblk6_corepwm_pwm_gen/PWM_output_generation[4]_genblk1_PWM_int97:Y,4793
reg_apb_wrp_0/reg16x8_0/un1_data_out8_138:A,6927
reg_apb_wrp_0/reg16x8_0/un1_data_out8_138:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_138:C,4604
reg_apb_wrp_0/reg16x8_0/un1_data_out8_138:Y,4604
reg_apb_wrp_0/reg16x8_0/un1_data_out8_170_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_170_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_170_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_170_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_170_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_170_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_170_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_170_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_170_rs:SLn,
LCD_RGB_0/un1_cnt_init_2:A,37679
LCD_RGB_0/un1_cnt_init_2:B,37631
LCD_RGB_0/un1_cnt_init_2:C,36365
LCD_RGB_0/un1_cnt_init_2:D,37429
LCD_RGB_0/un1_cnt_init_2:Y,36365
LCD_RGB_0/un1_lcd_cs_out_7lto7_0_RNO:A,33580
LCD_RGB_0/un1_lcd_cs_out_7lto7_0_RNO:B,33532
LCD_RGB_0/un1_lcd_cs_out_7lto7_0_RNO:C,33426
LCD_RGB_0/un1_lcd_cs_out_7lto7_0_RNO:D,33332
LCD_RGB_0/un1_lcd_cs_out_7lto7_0_RNO:Y,33332
LCD_RGB_0/un1_y_cnt_4lto6_i_o2:A,33706
LCD_RGB_0/un1_y_cnt_4lto6_i_o2:B,33629
LCD_RGB_0/un1_y_cnt_4lto6_i_o2:C,33578
LCD_RGB_0/un1_y_cnt_4lto6_i_o2:Y,33578
LCD_RGB_0/cnt_scan_ns_i_a2[0]:A,37348
LCD_RGB_0/cnt_scan_ns_i_a2[0]:B,37232
LCD_RGB_0/cnt_scan_ns_i_a2[0]:C,37160
LCD_RGB_0/cnt_scan_ns_i_a2[0]:Y,37160
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:A,1534
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:B,2868
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:IPA,1534
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:IPB,2868
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPA,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPB,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_24_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_24_set:ALn,4610
reg_apb_wrp_0/reg16x8_0/un1_data_out8_24_set:CLK,5001
reg_apb_wrp_0/reg16x8_0/un1_data_out8_24_set:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_24_set:EN,3546
reg_apb_wrp_0/reg16x8_0/un1_data_out8_24_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_24_set:Q,5001
reg_apb_wrp_0/reg16x8_0/un1_data_out8_24_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_24_set:SLn,
LCD_RGB_0/color_word_msb_color_word_msb_0_1/CFG_17:B,
LCD_RGB_0/color_word_msb_color_word_msb_0_1/CFG_17:C,
LCD_RGB_0/color_word_msb_color_word_msb_0_1/CFG_17:IPB,
LCD_RGB_0/color_word_msb_color_word_msb_0_1/CFG_17:IPC,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_88_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_88_set:ALn,4649
reg_apb_wrp_0/reg16x8_0/un1_data_out8_88_set:CLK,5174
reg_apb_wrp_0/reg16x8_0/un1_data_out8_88_set:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_88_set:EN,3546
reg_apb_wrp_0/reg16x8_0/un1_data_out8_88_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_88_set:Q,5174
reg_apb_wrp_0/reg16x8_0/un1_data_out8_88_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_88_set:SLn,
LCD_RGB_0/color_word_msb_color_word_msb_0_0/CFG_32:C,40419
LCD_RGB_0/color_word_msb_color_word_msb_0_0/CFG_32:IPC,40419
LCD_RGB_0/color_word_msb_color_word_msb_0_1/CFG_30:C,33592
LCD_RGB_0/color_word_msb_color_word_msb_0_1/CFG_30:IPC,33592
LCD_RGB_0/data_reg_2_8_0__N_16_i:A,36388
LCD_RGB_0/data_reg_2_8_0__N_16_i:B,36340
LCD_RGB_0/data_reg_2_8_0__N_16_i:C,36317
LCD_RGB_0/data_reg_2_8_0__N_16_i:D,36201
LCD_RGB_0/data_reg_2_8_0__N_16_i:Y,36201
lcd_cs_out_obuf/U0/U_IOOUTFF:A,
lcd_cs_out_obuf/U0/U_IOOUTFF:Y,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_162:A,6927
reg_apb_wrp_0/reg16x8_0/un1_data_out8_162:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_162:C,4649
reg_apb_wrp_0/reg16x8_0/un1_data_out8_162:Y,4649
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:C,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:IPA,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:IPB,
LCD_RGB_0/color_word_lsb_color_word_lsb_0_1/FF_0:CLK,
LCD_RGB_0/color_word_lsb_color_word_lsb_0_1/FF_0:IPCLKn,
LCD_RGB_0/un1_y_cnt_22_0_a2_0_2:A,35429
LCD_RGB_0/un1_y_cnt_22_0_a2_0_2:B,35381
LCD_RGB_0/un1_y_cnt_22_0_a2_0_2:C,33270
LCD_RGB_0/un1_y_cnt_22_0_a2_0_2:Y,33270
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1_set:ALn,4649
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1_set:CLK,6088
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1_set:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1_set:EN,3546
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1_set:Q,6088
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1_set:SLn,
LCD_RGB_0/color_word_msb_color_word_msb_0_1/CFG_20:B,
LCD_RGB_0/color_word_msb_color_word_msb_0_1/CFG_20:C,
LCD_RGB_0/color_word_msb_color_word_msb_0_1/CFG_20:IPB,
LCD_RGB_0/color_word_msb_color_word_msb_0_1/CFG_20:IPC,
LCD_RGB_0/cnt_scan_ns_i_i_0[4]:A,38561
LCD_RGB_0/cnt_scan_ns_i_i_0[4]:B,38654
LCD_RGB_0/cnt_scan_ns_i_i_0[4]:C,35476
LCD_RGB_0/cnt_scan_ns_i_i_0[4]:D,37523
LCD_RGB_0/cnt_scan_ns_i_i_0[4]:Y,35476
LCD_RGB_0/cnt_delay_RNI06GN2[5]:B,35799
LCD_RGB_0/cnt_delay_RNI06GN2[5]:C,38721
LCD_RGB_0/cnt_delay_RNI06GN2[5]:CC,36035
LCD_RGB_0/cnt_delay_RNI06GN2[5]:P,35799
LCD_RGB_0/cnt_delay_RNI06GN2[5]:S,36035
LCD_RGB_0/cnt_delay_RNI06GN2[5]:UB,
PWMctr_0/h_time_4_cry_5:A,7205
PWMctr_0/h_time_4_cry_5:B,5208
PWMctr_0/h_time_4_cry_5:CC,5150
PWMctr_0/h_time_4_cry_5:P,5208
PWMctr_0/h_time_4_cry_5:S,5150
PWMctr_0/h_time_4_cry_5:UB,
reg_apb_wrp_0/reg16x8_0/mem_7_[1]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_7_[1]:ALn,4649
reg_apb_wrp_0/reg16x8_0/mem_7_[1]:CLK,5960
reg_apb_wrp_0/reg16x8_0/mem_7_[1]:D,7175
reg_apb_wrp_0/reg16x8_0/mem_7_[1]:EN,3546
reg_apb_wrp_0/reg16x8_0/mem_7_[1]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_7_[1]:Q,5960
reg_apb_wrp_0/reg16x8_0/mem_7_[1]:SD,
reg_apb_wrp_0/reg16x8_0/mem_7_[1]:SLn,
LCD_RGB_0/color_word_msb_color_word_msb_0_0/CFG_6:C,34192
LCD_RGB_0/color_word_msb_color_word_msb_0_0/CFG_6:IPC,34192
LCD_RGB_0/un1_lcd_cs_out_6lto6_1:A,33861
LCD_RGB_0/un1_lcd_cs_out_6lto6_1:B,33784
LCD_RGB_0/un1_lcd_cs_out_6lto6_1:C,33733
LCD_RGB_0/un1_lcd_cs_out_6lto6_1:D,33655
LCD_RGB_0/un1_lcd_cs_out_6lto6_1:Y,33655
PWM_obuf[1]/U0/U_IOOUTFF:A,
PWM_obuf[1]/U0/U_IOOUTFF:Y,
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_s[15]:B,5651
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_s[15]:C,7676
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_s[15]:CC,4827
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_s[15]:P,
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_s[15]:S,4827
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_s[15]:UB,
LCD_RGB_0/color_word_msb_color_word_msb_0_0/FF_13:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_159_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_159_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_159_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_159_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_159_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_159_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_159_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_159_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_159_rs:SLn,
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:CC[0],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:CC[1],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:CI,
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:P[0],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:P[10],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:P[11],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:P[1],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:P[2],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:P[3],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:P[4],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:P[5],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:P[6],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:P[7],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:P[8],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:P[9],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:UB[0],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:UB[10],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:UB[11],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:UB[1],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:UB[2],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:UB[3],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:UB[4],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:UB[5],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:UB[6],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:UB[7],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:UB[8],
LCD_RGB_0/data_reg_2_8_0__m43_1_0_wmux_CC_0:UB[9],
reg_apb_wrp_0/reg16x8_0/un1_data_out8_15:A,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_15:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_15:C,4610
reg_apb_wrp_0/reg16x8_0/un1_data_out8_15:Y,4610
reg_apb_wrp_0/reg16x8_0/un1_data_out8_108_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_108_set:ALn,4610
reg_apb_wrp_0/reg16x8_0/un1_data_out8_108_set:CLK,5095
reg_apb_wrp_0/reg16x8_0/un1_data_out8_108_set:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_108_set:EN,3546
reg_apb_wrp_0/reg16x8_0/un1_data_out8_108_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_108_set:Q,5095
reg_apb_wrp_0/reg16x8_0/un1_data_out8_108_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_108_set:SLn,
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[3]:B,5651
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[3]:C,7670
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[3]:CC,5016
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[3]:P,
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[3]:S,5016
corepwm_0/genblk5_genblk1_corepwm_timebase/period_cnt_cry[3]:UB,
PWMctr_0/h_time_4_cry_11:A,7347
PWMctr_0/h_time_4_cry_11:B,5188
PWMctr_0/h_time_4_cry_11:CC,5126
PWMctr_0/h_time_4_cry_11:P,5281
PWMctr_0/h_time_4_cry_11:S,5126
PWMctr_0/h_time_4_cry_11:UB,5188
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1:A,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1:C,4649
reg_apb_wrp_0/reg16x8_0/un1_data_out8_1:Y,4649
LCD_RGB_0/data_reg_20_5_ns[6]:A,38724
LCD_RGB_0/data_reg_20_5_ns[6]:B,35371
LCD_RGB_0/data_reg_20_5_ns[6]:C,34453
LCD_RGB_0/data_reg_20_5_ns[6]:D,33550
LCD_RGB_0/data_reg_20_5_ns[6]:Y,33550
reg_apb_wrp_0/reg16x8_0/un1_data_out8_154_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_154_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_154_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_154_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_154_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_154_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_154_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_154_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_154_rs:SLn,
LCD_RGB_0/y_cnt_cry[2]:B,35781
LCD_RGB_0/y_cnt_cry[2]:C,38706
LCD_RGB_0/y_cnt_cry[2]:CC,36798
LCD_RGB_0/y_cnt_cry[2]:P,35781
LCD_RGB_0/y_cnt_cry[2]:S,36385
LCD_RGB_0/y_cnt_cry[2]:UB,
LCD_RGB_0/cnt_init_RNO[4]:A,39573
LCD_RGB_0/cnt_init_RNO[4]:B,38330
LCD_RGB_0/cnt_init_RNO[4]:C,39544
LCD_RGB_0/cnt_init_RNO[4]:D,39442
LCD_RGB_0/cnt_init_RNO[4]:Y,38330
corepwm_0/genblk6_corepwm_pwm_gen/PWM_output_generation[2]_genblk1_un1_period_cnt_1_0_I_15:A,6251
corepwm_0/genblk6_corepwm_pwm_gen/PWM_output_generation[2]_genblk1_un1_period_cnt_1_0_I_15:B,6168
corepwm_0/genblk6_corepwm_pwm_gen/PWM_output_generation[2]_genblk1_un1_period_cnt_1_0_I_15:C,6091
corepwm_0/genblk6_corepwm_pwm_gen/PWM_output_generation[2]_genblk1_un1_period_cnt_1_0_I_15:CC,
corepwm_0/genblk6_corepwm_pwm_gen/PWM_output_generation[2]_genblk1_un1_period_cnt_1_0_I_15:D,5987
corepwm_0/genblk6_corepwm_pwm_gen/PWM_output_generation[2]_genblk1_un1_period_cnt_1_0_I_15:P,5987
corepwm_0/genblk6_corepwm_pwm_gen/PWM_output_generation[2]_genblk1_un1_period_cnt_1_0_I_15:UB,
reg_apb_wrp_0/reg16x8_0/mem_7__1_sqmuxa_0_a2:A,3546
reg_apb_wrp_0/reg16x8_0/mem_7__1_sqmuxa_0_a2:B,4652
reg_apb_wrp_0/reg16x8_0/mem_7__1_sqmuxa_0_a2:Y,3546
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_5[1]:A,6077
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_5[1]:B,6034
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_5[1]:C,3837
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_5[1]:D,3690
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_5[1]:Y,3690
reg_apb_wrp_0/reg16x8_0/un1_data_out8_60_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_60_set:ALn,4649
reg_apb_wrp_0/reg16x8_0/un1_data_out8_60_set:CLK,5009
reg_apb_wrp_0/reg16x8_0/un1_data_out8_60_set:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_60_set:EN,3546
reg_apb_wrp_0/reg16x8_0/un1_data_out8_60_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_60_set:Q,5009
reg_apb_wrp_0/reg16x8_0/un1_data_out8_60_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_60_set:SLn,
LCD_RGB_0/data_reg_5_0_i_o2[1]:A,37463
LCD_RGB_0/data_reg_5_0_i_o2[1]:B,37495
LCD_RGB_0/data_reg_5_0_i_o2[1]:Y,37463
LCD_RGB_0/data_reg_20_5_ns_1_1[6]:A,36563
LCD_RGB_0/data_reg_20_5_ns_1_1[6]:B,33632
LCD_RGB_0/data_reg_20_5_ns_1_1[6]:C,33550
LCD_RGB_0/data_reg_20_5_ns_1_1[6]:Y,33550
PWMctr_0/un1_h_time_1_cry_10:B,4565
PWMctr_0/un1_h_time_1_cry_10:CC,
PWMctr_0/un1_h_time_1_cry_10:P,4565
PWMctr_0/un1_h_time_1_cry_10:UB,
LCD_RGB_0/cnt_main_190_0_a2_0_a2_0_a2:A,39454
LCD_RGB_0/cnt_main_190_0_a2_0_a2_0_a2:B,38528
LCD_RGB_0/cnt_main_190_0_a2_0_a2_0_a2:C,39361
LCD_RGB_0/cnt_main_190_0_a2_0_a2_0_a2:Y,38528
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_86:A,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_86:B,
FPGA_SoC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_86:C,
